idx	status	level	score	techniques
214	solved	极端	5070	Naked Single*20, 隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*4, Locked Candidates Type 2 (Claiming)*2, Discontinuous Nice Loop*2, Forcing Chain Contradiction*4, Almost Locked Set XZ-Rule*1, Naked Pair*1, 多宝鱼(Turbot Fish)*1, Finned Swordfish*2, Multi Colors 1*1, Continuous Nice Loop*1, AIC*2, Full House*21
215	stuck	-	1740	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*2
216	stuck	-	2610	Naked Single*1, 隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*3, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Forcing Chain Contradiction*3
217	stuck	-	2260	隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*3, Locked Candidates Type 2 (Claiming)*1, 隐藏数对(Hidden Pair)*1, 唯一性测试 3*1, Naked Single*1, 隐式矩形(Hidden Rectangle)*1, Finned X-Wing*1, Discontinuous Nice Loop*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1, Forcing Chain Verity*1
218	solved	极端	5274	隐藏唯一数(Hidden Single)*6, Locked Pair*1, Locked Candidates Type 1 (Pointing)*6, X-Wing*2, Naked Pair*2, 唯一性测试 1*1, Naked Single*30, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Discontinuous Nice Loop*3, Continuous Nice Loop*1, Sue de Coq*1, AIC*4, XY-Wing*1, 隐藏数对(Hidden Pair)*1, Naked Triple*1, W-Wing*1, Full House*20
219	solved	极端	2466	隐藏唯一数(Hidden Single)*15, Locked Candidates Type 1 (Pointing)*2, Almost Locked Set XY-Wing*2, Finned X-Wing*1, Forcing Chain Contradiction*1, Discontinuous Nice Loop*1, Naked Single*19, Locked Candidates Type 2 (Claiming)*1, W-Wing*1, 隐式矩形(Hidden Rectangle)*1, Sashimi X-Wing*1, Full House*20
220	solved	极端	7228	Naked Single*21, 隐藏唯一数(Hidden Single)*10, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*13, 双线风筝(2-String Kite)*1, AIC*1, Sue de Coq*1, Forcing Chain Contradiction*2, Full House*21, X-Wing*1, Finned Swordfish*1, 多宝鱼(Turbot Fish)*1, 隐式矩形(Hidden Rectangle)*1, Finned X-Wing*1, Sashimi Swordfish*1, W-Wing*3, Locked Candidates Type 1 (Pointing)*1, Locked Candidates Type 2 (Claiming)*1
221	stuck	-	4428	Naked Single*1, 隐藏唯一数(Hidden Single)*11, Forcing Chain Contradiction*3, Locked Candidates Type 1 (Pointing)*1, Naked Triple*1, Discontinuous Nice Loop*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Almost Locked Set Chain*2, Forcing Chain Verity*1
222	stuck	-	3208	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*2, Discontinuous Nice Loop*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*2
223	stuck	-	8270	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*2, Forcing Chain Verity*6, Forcing Chain Contradiction*6, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1
224	solved	极端	9634	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*6, 双线风筝(2-String Kite)*2, Discontinuous Nice Loop*10, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*4, Forcing Chain Verity*2, Locked Pair*1, Almost Locked Set XY-Wing*1, XYZ-Wing*1, Naked Single*24, 成组 AIC*1, Naked Pair*1, Sashimi Swordfish*1, Sue de Coq*1, Locked Candidates Type 2 (Claiming)*1, Continuous Nice Loop*1, AIC*1, Full House*21
225	solved	极端	11772	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*10, 隐藏数对(Hidden Pair)*1, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*7, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*9, Forcing Chain Verity*4, W-Wing*2, Naked Single*26, Sue de Coq*1, AIC*2, Naked Triple*2, Full House*21, 摩天楼(Skyscraper)*1
226	stuck	-	1604	隐藏唯一数(Hidden Single)*3, Naked Single*3, Locked Candidates Type 1 (Pointing)*2, 三链列(Swordfish)*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*1, Forcing Chain Verity*1
227	stuck	-	2660	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*1, Locked Candidates Type 2 (Claiming)*1, 摩天楼(Skyscraper)*1, 双线风筝(2-String Kite)*1, Almost Locked Set XZ-Rule*1, Finned Franken Swordfish*1, Forcing Chain Contradiction*3
228	solved	极端	5732	隐藏唯一数(Hidden Single)*5, Naked Triple*1, Sashimi X-Wing*1, Almost Locked Set XY-Wing*2, 双线风筝(2-String Kite)*1, Forcing Chain Contradiction*6, Locked Candidates Type 1 (Pointing)*2, Discontinuous Nice Loop*1, AIC*2, Locked Candidates Type 2 (Claiming)*1, Naked Single*27, 隐式矩形(Hidden Rectangle)*2, XY链(XY-Chain)*1, Full House*21
229	solved	极端	7092	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*4, 空矩形(Empty Rectangle)*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*5, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Discontinuous Nice Loop*2, Almost Locked Set XZ-Rule*1, Naked Single*19, 唯一性测试 1*1, 摩天楼(Skyscraper)*1, XY-Wing*2, Sue de Coq*3, XY链(XY-Chain)*1, 多宝鱼(Turbot Fish)*1, W-Wing*1, Full House*21
230	stuck	-	3210	Naked Single*2, 隐藏唯一数(Hidden Single)*3, Locked Pair*1, Locked Candidates Type 1 (Pointing)*3, X-Wing*1, Sue de Coq*1, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*4
231	stuck	-	3482	隐藏唯一数(Hidden Single)*3, Finned X-Wing*1, Discontinuous Nice Loop*4, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Locked Pair*1, Locked Candidates Type 1 (Pointing)*1, Forcing Chain Contradiction*3
232	solved	极端	7428	隐藏唯一数(Hidden Single)*5, 摩天楼(Skyscraper)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*8, Almost Locked Set XY-Wing*4, Finned X-Wing*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*3, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*3, Naked Triple*1, Naked Single*26, Full House*21
233	solved	极端	8048	隐藏唯一数(Hidden Single)*11, Naked Single*26, Locked Candidates Type 1 (Pointing)*5, X-Wing*1, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*7, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*2, Finned X-Wing*1, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*2, Sue de Coq*1, Almost Locked Set Chain*1, AIC*2, W-Wing*1, Naked Pair*1, 多宝鱼(Turbot Fish)*1, Locked Candidates Type 2 (Claiming)*2, Naked Triple*1, XY链(XY-Chain)*1, Full House*20
234	solved	极端	3720	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*1, Sue de Coq*2, Discontinuous Nice Loop*1, Naked Single*28, 双线风筝(2-String Kite)*2, 多宝鱼(Turbot Fish)*1, Sashimi Swordfish*1, Multi Colors 1*1, 隐藏数对(Hidden Pair)*1, Naked Pair*1, Locked Candidates Type 2 (Claiming)*1, 空矩形(Empty Rectangle)*1, AIC*1, Full House*19
235	solved	极端	5310	Naked Single*32, 隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*7, Locked Candidates Type 2 (Claiming)*6, Naked Triple*3, Finned Swordfish*1, Almost Locked Set Chain*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*1, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*3, 隐式矩形(Hidden Rectangle)*1, 双线风筝(2-String Kite)*1, Locked Pair*1, AIC*1, XYZ-Wing*1, Full House*20
236	solved	很高	1590	Naked Single*23, 隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*2, 双线风筝(2-String Kite)*1, 隐式矩形(Hidden Rectangle)*1, Finned Swordfish*1, 成组 AIC*1, 唯一性测试 3*1, Full House*20, Locked Candidates Type 2 (Claiming)*1, 摩天楼(Skyscraper)*1, 多宝鱼(Turbot Fish)*1
237	stuck	-	2994	隐藏唯一数(Hidden Single)*1, Locked Candidates Type 1 (Pointing)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*5, Finned X-Wing*1
238	solved	极端	12266	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*8, Discontinuous Nice Loop*4, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XZ-Rule*3, Forcing Chain Contradiction*8, Forcing Chain Verity*3, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*3, AIC*2, Almost Locked Set XY-Wing*3, Naked Triple*1, Almost Locked Set Chain*1, 成组 AIC*1, Naked Single*26, Full House*20
239	solved	极端	8164	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*2, Naked Triple*1, Naked Single*26, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*6, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*6, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Verity*2, 双线风筝(2-String Kite)*1, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, Sashimi X-Wing*1, 摩天楼(Skyscraper)*2, W-Wing*1, Finned Swordfish*1, Full House*19
240	solved	极端	6606	Locked Candidates Type 1 (Pointing)*8, Locked Candidates Type 2 (Claiming)*1, 隐藏唯一数(Hidden Single)*14, Naked Triple*2, 隐式矩形(Hidden Rectangle)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*7, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1, Naked Single*20, W-Wing*1, Discontinuous Nice Loop*4, 成组 AIC*1, 空矩形(Empty Rectangle)*1, Naked Pair*1, Sue de Coq*1, XY链(XY-Chain)*2, Full House*20
241	stuck	-	528	隐藏唯一数(Hidden Single)*2, Forcing Chain Contradiction*1
242	solved	极端	6468	Naked Single*17, 隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*8, Naked Pair*2, 成组连续环(Grouped Continuous Nice Loop)*1, AIC*1, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*1, Locked Candidates Type 2 (Claiming)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*7, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2, Finned Swordfish*1, 双线风筝(2-String Kite)*1, Sue de Coq*1, XY链(XY-Chain)*2, Full House*19
243	stuck	-	2248	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*1, Locked Candidates Type 2 (Claiming)*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*2
244	stuck	-	1772	隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*2, Finned X-Wing*1, Forcing Chain Contradiction*3
245	solved	极端	6330	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*1, 多宝鱼(Turbot Fish)*2, Discontinuous Nice Loop*4, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*3, Continuous Nice Loop*1, Sue de Coq*1, Naked Triple*2, 唯一性测试 6*1, Finned Swordfish*1, XY链(XY-Chain)*3, Hidden Quadruple*1, Locked Candidates Type 2 (Claiming)*1, X-Wing*1, 隐式矩形(Hidden Rectangle)*1, AIC*1, Naked Single*29, Full House*21
246	stuck	-	1400	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 2 (Claiming)*1, Finned X-Wing*1, Finned Swordfish*1, Locked Candidates Type 1 (Pointing)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, 隐式矩形(Hidden Rectangle)*1, Forcing Chain Contradiction*1
247	stuck	-	3386	隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*5, Naked Single*1, Naked Pair*1, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*4
248	stuck	-	4104	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*5, Discontinuous Nice Loop*4, Locked Candidates Type 2 (Claiming)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*3, Forcing Chain Verity*1
249	solved	极端	7646	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*2, Locked Candidates Type 2 (Claiming)*2, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*3, XYZ-Wing*2, Almost Locked Set Chain*1, AIC*2, 隐式矩形(Hidden Rectangle)*2, XY链(XY-Chain)*3, Continuous Nice Loop*1, Naked Single*17, 双线风筝(2-String Kite)*1, 三链列(Swordfish)*1, XY-Wing*1, Full House*21, W-Wing*1
250	stuck	-	1020	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*2, Locked Candidates Type 2 (Claiming)*1, Finned Swordfish*1, Discontinuous Nice Loop*1, Almost Locked Set XY-Wing*1
251	stuck	-	750	Naked Single*7, Full House*2, 隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1
252	solved	极端	4028	隐藏唯一数(Hidden Single)*17, Locked Pair*1, Locked Candidates Type 1 (Pointing)*6, 摩天楼(Skyscraper)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Sashimi X-Wing*1, Naked Single*21, 唯一性测试 2*1, Full House*19, AIC*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*1, X-Wing*1, Naked Pair*2, Sue de Coq*1, XY链(XY-Chain)*2
253	solved	极端	12742	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*8, 双线风筝(2-String Kite)*3, Finned X-Wing*1, Discontinuous Nice Loop*4, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*7, Almost Locked Set XY-Wing*3, 多宝鱼(Turbot Fish)*2, Continuous Nice Loop*1, AIC*1, 隐式矩形(Hidden Rectangle)*1, 成组 AIC*1, Forcing Chain Verity*1, XY链(XY-Chain)*5, Locked Candidates Type 2 (Claiming)*1, 隐藏数对(Hidden Pair)*3, Sue de Coq*2, Naked Pair*2, X-Wing*1, W-Wing*4, Naked Triple*1, Naked Single*26, Full House*20
254	stuck	-	1056	隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*1, 双线风筝(2-String Kite)*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*1
255	solved	极端	10444	隐藏唯一数(Hidden Single)*15, Locked Candidates Type 1 (Pointing)*10, 唯一性测试 6*1, Discontinuous Nice Loop*6, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*10, 成组不连续环(Grouped Discontinuous Nice Loop)*3, 双线风筝(2-String Kite)*1, Naked Single*16, Sue de Coq*1, X-Wing*2, XY-Wing*1, Full House*20, Naked Pair*1, 隐式矩形(Hidden Rectangle)*1, XY链(XY-Chain)*1, XYZ-Wing*1, W-Wing*1
256	stuck	-	1404	隐藏唯一数(Hidden Single)*1, X-Wing*1, 双线风筝(2-String Kite)*1, Finned X-Wing*1, Discontinuous Nice Loop*1, Locked Candidates Type 2 (Claiming)*1, Almost Locked Set XY-Wing*2
257	solved	极端	7508	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*4, Sue de Coq*1, Forcing Chain Contradiction*1, Discontinuous Nice Loop*12, Almost Locked Set XY-Wing*1, 三链列(Swordfish)*1, AIC*4, Almost Locked Set XZ-Rule*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Naked Triple*1, Naked Pair*2, X-Wing*1, Naked Single*24, Full House*19
258	solved	极端	6432	隐藏唯一数(Hidden Single)*8, Naked Single*25, Naked Pair*1, Forcing Chain Contradiction*6, Naked Triple*2, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Locked Candidates Type 1 (Pointing)*4, 隐式矩形(Hidden Rectangle)*1, Continuous Nice Loop*1, Locked Candidates Type 2 (Claiming)*3, Hidden Triple*1, AIC*1, XY链(XY-Chain)*2, W-Wing*1, Full House*20
259	solved	极端	9858	隐藏唯一数(Hidden Single)*15, Locked Candidates Type 1 (Pointing)*7, X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XZ-Rule*5, Discontinuous Nice Loop*9, Sue de Coq*1, Forcing Chain Contradiction*4, Locked Candidates Type 2 (Claiming)*2, 隐式矩形(Hidden Rectangle)*1, Multi Colors 1*1, Almost Locked Set XY-Wing*1, Locked Pair*1, Naked Single*16, Finned X-Wing*1, W-Wing*2, Naked Triple*1, 隐藏数对(Hidden Pair)*1, 唯一性测试 2*1, Bivalue Universal Grave + 1*1, Full House*21
260	solved	极端	8614	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*4, 隐藏数对(Hidden Pair)*1, 双线风筝(2-String Kite)*2, Discontinuous Nice Loop*6, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*5, Sue de Coq*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set Chain*1, XYZ-Wing*2, 摩天楼(Skyscraper)*1, Sashimi X-Wing*1, Continuous Nice Loop*1, Naked Pair*1, Locked Candidates Type 2 (Claiming)*1, W-Wing*1, Finned X-Wing*1, XY链(XY-Chain)*1, Naked Single*25, Full House*21
261	stuck	-	1194	隐藏唯一数(Hidden Single)*1, Locked Candidates Type 1 (Pointing)*2, AIC*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*1
262	solved	极端	3518	Naked Single*20, 隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*4, Locked Candidates Type 2 (Claiming)*3, 隐藏数对(Hidden Pair)*1, Finned X-Wing*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Forcing Chain Contradiction*2, Full House*20, AIC*1, Naked Pair*1, 多宝鱼(Turbot Fish)*1
263	solved	极端	8108	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*4, Naked Triple*4, 双线风筝(2-String Kite)*1, Finned Swordfish*2, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Forcing Chain Verity*1, Locked Candidates Type 2 (Claiming)*2, Discontinuous Nice Loop*3, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*4, AIC*1, XY链(XY-Chain)*1, Sashimi Swordfish*1, X链(X-Chain)*1, 空矩形(Empty Rectangle)*1, Naked Single*22, Naked Pair*3, X-Wing*1, Full House*21
264	solved	极端	4704	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*7, Finned Swordfish*3, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*2, 多宝鱼(Turbot Fish)*1, Naked Triple*2, Almost Locked Set XY-Wing*1, Sue de Coq*1, Naked Single*25, Locked Candidates Type 2 (Claiming)*1, XYZ-Wing*1, AIC*1, Discontinuous Nice Loop*1, 双线风筝(2-String Kite)*1, Full House*20, 摩天楼(Skyscraper)*1
265	stuck	-	2596	Naked Single*1, 隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*2, 摩天楼(Skyscraper)*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*4
266	solved	极端	8928	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 2 (Claiming)*2, 空矩形(Empty Rectangle)*1, 隐式矩形(Hidden Rectangle)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XZ-Rule*1, Locked Candidates Type 1 (Pointing)*6, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*2, Discontinuous Nice Loop*6, Naked Triple*3, W-Wing*2, Naked Single*23, X链(X-Chain)*1, AIC*3, Sue de Coq*1, Full House*21, XYZ-Wing*1, 双线风筝(2-String Kite)*1, XY链(XY-Chain)*1
267	solved	极端	4444	隐藏唯一数(Hidden Single)*19, Locked Candidates Type 1 (Pointing)*8, Naked Triple*1, 隐藏数对(Hidden Pair)*1, 双线风筝(2-String Kite)*1, Finned Swordfish*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1, Continuous Nice Loop*2, Naked Single*17, 多宝鱼(Turbot Fish)*1, W-Wing*1, Full House*20
268	solved	极端	4188	隐藏唯一数(Hidden Single)*15, Naked Pair*3, Locked Candidates Type 1 (Pointing)*3, Finned X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Forcing Chain Contradiction*1, 空矩形(Empty Rectangle)*1, Multi Colors 1*1, Discontinuous Nice Loop*3, Locked Candidates Type 2 (Claiming)*1, Naked Triple*1, 多宝鱼(Turbot Fish)*1, W-Wing*1, AIC*1, 摩天楼(Skyscraper)*1, Naked Single*18, Full House*19
269	solved	极端	6050	隐藏唯一数(Hidden Single)*19, Locked Candidates Type 1 (Pointing)*7, Finned X-Wing*1, Forcing Chain Contradiction*4, Almost Locked Set XZ-Rule*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XY-Wing*1, Discontinuous Nice Loop*4, AIC*2, Naked Pair*1, Naked Single*17, 双线风筝(2-String Kite)*1, Finned Swordfish*1, Full House*19, W-Wing*1
270	solved	极端	5294	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*4, Finned Franken Swordfish*1, Forcing Chain Contradiction*2, Locked Candidates Type 2 (Claiming)*3, Naked Triple*1, Finned Swordfish*1, Naked Pair*2, XY-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Naked Single*19, 摩天楼(Skyscraper)*1, Full House*20, 三链列(Swordfish)*1, W-Wing*1
